Código de Conexión,Equipo,Tipo de la observación,Fecha de la Observación,Código de la observación,Lectura de contador,Toda la lectura de contador del tiempo,Edad componente,Intervalo de la observación,días,Valoración de la Observación,Grado de Trakka,Edad del lubricante,Uso,Lubricante drenado,Agredado,Valoración del Estado Asignada,Notas sobre la Revisión del Estado,Otras recomendaciones,Efecto de Falla,Revisado,Revisor,Resumen de la Acción,Boro (ppm),Calcio (ppm),Cinc (ppm),Fosforado (ppm),Magnesio (ppm),Molibdeno (ppm),Agua (%),Nitración JOAP (Abs/cm),Oxidación JOAP (Abs/cm),Silicio (ppm),Sodio (ppm),Sulfatación JOAP (Abs/cm),Viscosidad @ 100°C (cSt),ISO 4406:1999 > 04µ,ISO 4406:1999 > 06µ,ISO 4406:1999 > 14µ,Aluminio (ppm),Cobre (ppm),Cromo (ppm),Hierro (ppm),Plomo (ppm),Bario (ppm),Cadmio (ppm),Estaño (ppm),Niquel (ppm),Fecha Calculada,Año,Mes,Flota
0060141 ZSHI,60141,Análisis flúido,21/11/2025,0060141 ZSHI 20251121,"30058,15","30072,35","30072,35","40,5",3,Normal,Crítico,,"30072,35",No,0,Advertencia,SE TOMARA UNA CONTRAMUESTRA PARA VERIFICAR TENDENCIA,,Alto conteo de partículas,6/01/2026 8:10:37 a. m.,jbenitez2,,,"14,75","6,32","357,06",,0,1,3,4,"20,27",,18,,26,24,19,"4,83","0,31","1,97","131,74","0,16",,,,,21/11/2025,2025,11,EX3600
0060141 ZSHI,60141,Análisis flúido,18/11/2025,0060141 ZSHI 20251118,"30017,65","30031,85","30031,85","697,9",39,Normal,Crítico,,"30031,85",No,0,Normal,SEGUIR OPERANDO   ,,Ninguna falla identificada,29/12/2025 1:46:19 p. m.,jbenitez2,,,"66,31","3,09","103,42",,0,,2,21,"1,8",,28,"10,91",23,22,18,"0,37","0,01",0,"1,05","1,29",,,,,18/11/2025,2025,11,EX3600
0060141 ZSHI,60141,Análisis flúido,10/10/2025,0060141 ZSHI 20251010,"29319,75","29333,95","29333,95","492,9",60,Normal,Crítico,,"29333,95",No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.    Asistente, abre una OT tipo TR P3  enventanarla el dia 25/10/2025 con las siguientes recomendaciones.    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Alto conteo de partículas,20/10/2025 12:54:28 p. m.,jbenitez2,,,"53,88","4,4","111,97",,"0,28",,,,"0,67",,,"10,929",26,23,14,"0,18","0,01","0,03","0,07",0,,,,,10/10/2025,2025,10,EX3600
0060141 ZSHI,60141,Análisis flúido,11/08/2025,0060141 ZSHI 20250811,"28826,85","28841,05","28841,05","292,8",16,Normal,Crítico,,"28841,05",No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.    Asistente, abre una OT tipo TR P3  con las siguientes recomendaciones.    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Ninguna falla identificada,19/08/2025 12:25:42 p. m.,jbenitez2,,,"72,59","6,3","109,24",,0,,2,20,"1,28",,27,11,23,22,18,"0,01",0,"0,04","0,04","0,14",,,,,11/08/2025,2025,08,EX3600
0060141 ZSHI,60141,Análisis flúido,26/07/2025,0060141 ZSHI 20250726,"28534,05","28548,25","28548,25","162,9",13,Normal,Crítico,,"28548,25",No,0,Normal,"EQUIPO RECIEN SALIDO DE PM , SE LE CAMBIO FILTROS , SE TOMARA UNA CONTRAMUESTRA PARA VERIFICAR LA TENDENCIA ",,Ninguna falla identificada,4/08/2025 3:26:22 p. m.,jbenitez2,,,"88,65","40,39","104,98",,"0,22",,3,22,"7,2",,28,"10,1",19,15,12,"3,26","1,62","1,74","9,52","0,5",,,,,26/07/2025,2025,07,EX3600
0060141 ZSHI,60141,Análisis flúido,13/07/2025,0060141 ZSHI 20250713,"28371,15","28385,35","28385,35",494,31,Normal,Crítico,,"28385,35",No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.    Asistente, abre una OT tipo TR P3  con las siguientes recomendaciones.    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Ninguna falla identificada,18/07/2025 1:03:20 p. m.,jbenitez2,,,"49,56","3,47","120,68",,"0,22",,2,21,"1,23",,28,"10,986",21,19,16,"0,43","0,02",0,"0,62","0,02",,,,,13/07/2025,2025,07,EX3600
0060141 ZSHI,60141,Análisis flúido,12/06/2025,0060141 ZSHI 20250612,"27877,15","27891,35","27891,35","812,7",53,Normal,Crítico,,"27891,35",No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.    Asistente, abre una OT tipo TR P3  enventanarla el dia25/6/2025  con las siguientes recomendaciones.    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Ninguna falla identificada,16/06/2025 11:06:04 a. m.,jbenitez2,,,"97,31","47,52","85,82",,"0,1",,3,22,"6,99",,27,"10,058",20,19,16,"2,59","1,71","1,92","8,11","1,45",,,,,12/06/2025,2025,06,EX3600
0060141 ZSHI,60141,Análisis flúido,20/04/2025,0060141 ZSHI 20250420,"27064,45","27078,65","27078,65","142,7",10,Normal,Crítico,,"27078,65",No,0,Advertencia,"Los predictores del codigo ISO de limpieza estan en rango de advertencia.    Asistente, abre una OT tipo TR P3 con las siguientes recomendaciones.    1.  Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)  ",,Ninguna falla identificada,28/04/2025 3:30:38 p. m.,jbenitez2,,,"159,64","68,05","123,21",,0,,3,21,"12,22",,27,"10,849",22,20,17,"3,56","2,7","1,87","8,34","0,12",,,,,20/04/2025,2025,04,EX3600
0060141 ZSHI,60141,Análisis flúido,10/04/2025,0060141 ZSHI 20250410,"26921,75","26935,95","26935,95","528,31",32,Normal,Crítico,,"26935,95",No,0,Normal,SE TENDRA EN BAJO MONITOREO,,Ninguna falla identificada,28/04/2025 3:27:12 p. m.,jbenitez2,,,"147,54","70,81","184,59",,0,,3,21,"17,6",,27,"10,098",18,16,11,"4,46","3,08","1,84","7,83",0,,,,,10/04/2025,2025,04,EX3600
0060141 ZSHI,60141,Análisis flúido,9/03/2025,0060141 ZSHI 20250309,"26393,44","26407,64","26407,64","627,6",35,Normal,Crítico,,"26407,64",No,0,Normal,SE TENDRA EN BAJO MONITOREO,,Ninguna falla identificada,28/04/2025 2:50:41 p. m.,jbenitez2,,,"79,49","7,95","98,45",,0,,2,21,"0,71",,28,"11,2",19,18,14,"0,26","0,04","0,02",0,0,,,,,9/03/2025,2025,03,EX3600
0060141 ZSHI,60141,Análisis flúido,2/02/2025,0060141 ZSHI 20250202,"25765,84","25780,04","25780,04","353,3",19,Normal,Crítico,,"25780,04",No,0,Normal,"Condicion identificada y programada con muestra anterior, actualmente a la espera de los filtros de flujo pleno que estan escasos.",,Ninguna falla identificada,5/02/2025 12:13:30 p. m.,lrodriguez,,,"134,82","66,5","164,74",,0,,,,"3,78",,,"10,167",20,18,14,"0,86","5,27","0,27","2,51","0,66",,,,,2/02/2025,2025,02,EX3600
0060141 ZSHI,60141,Análisis flúido,14/01/2025,0060141 ZSHI 20250114,"25412,54","25426,74","25426,74","547,6",66,Normal,Crítico,,"25426,74",No,0,Advertencia,"Los predictores de codigo ISO de limpieza  están en rangos de advertencia.    Asistente, abre una OT tipo TR P2 con las siguientes recomendaciones.    1. Cambie los desfogues del tanque hidráulico.  2. Cambie los filtros del sistema (By pass, flujo pleno, piloto, drenaje y alta eficiencia)        ",,Entrada de polvo,21/01/2025 4:44:36 p. m.,lrodriguez,Acción: Cambiar los filtros (Prioridad: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Situación: Recommended      ,,"141,67","44,87","131,11",,0,,,,"3,18",,,"10,525",22,20,16,"1,05","7,55","0,17","1,51",0,,,,,14/01/2025,2025,01,EX3600
0060141 ZSHI,60141,Análisis flúido,9/11/2024,0060141 ZSHI 20241109,"24864,94","24879,14","24879,14","580,2",45,Normal,Advertencia,,"24879,14",No,0,Advertencia,"Los conteos de partículas son ligeramente elevados, sin embargo mínimos. Teniendo en cuenta que todos los otros predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  Particle counts are slightly elevated, However minimal. Considering all other predictors remain within acceptable limits, continue to monitor closely.  ",,Alto conteo de partículas,15/11/2024 8:44:33 p. m.,sysadmin,,,"112,22","103,4","125,71",,0,,,,"2,53",,,,21,19,16,"0,92","5,25","0,78","3,67",0,,,,,9/11/2024,2024,11,EX3600
0060141 ZSHI,60141,Análisis flúido,25/09/2024,0060141 ZSHI 20240925,"24284,74","24298,94","24298,94","779,6",55,Normal,Advertencia,,"24298,94",No,0,Normal,"Todos los predictores en rango normal, seguir monitoreando de cerca.",,Ninguna falla identificada,29/09/2024 10:21:16 p. m.,lrodriguez,,,"68,28","137,64","190,77",,0,,3,15,"4,31",,23,"9,5",19,17,13,"1,44","0,83","0,43","3,68",0,,,,,25/09/2024,2024,09,EX3600
0060141 ZSHI,60141,Análisis flúido,1/08/2024,0060141 ZSHI 20240801,"23505,14","23519,34","23519,34","310,3",23,Normal,Crítico,,"23519,34",No,0,Advertencia,"Los conteos de partículas son ligeramente elevados, sin embargo mínimos. Teniendo en cuenta que todos los otros predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  Particle counts are slightly elevated, However minimal. Considering all other predictors remain within acceptable limits, continue to monitor closely.  ",,Alto conteo de partículas,3/08/2024 9:51:14 p. m.,sysadmin,,,"57,39","260,69","229,62",,0,,,,"2,99",,,,23,22,19,"0,49","0,03","0,06","0,36",0,,,,,1/08/2024,2024,08,EX3600
0060141 ZSHI,60141,Análisis flúido,9/07/2024,0060141 ZSHI 20240709,"23194,84","23209,04","23209,04","69,6",4,Normal,Sin calificar,,"23209,04",No,0,Normal,"Predictores dentro de rangos normales, seguir monitoreando de cerca.",,Ninguna falla identificada,8/08/2024 11:44:20 p. m.,lrodriguez,,,,,,,,,,,,,,,,,,,,,,,,,,,9/07/2024,2024,07,EX3600
0060141 ZSHI,60141,Análisis flúido,5/07/2024,0060141 ZSHI 20240705,"23125,24","23139,44","23139,44","162,4",15,Normal,Advertencia,,"23139,44",No,0,Advertencia,"Los conteos de partículas son ligeramente elevados, sin embargo mínimos. Teniendo en cuenta que todos los otros predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  Particle counts are slightly elevated, However minimal. Considering all other predictors remain within acceptable limits, continue to monitor closely.  ",,Alto conteo de partículas,7/07/2024 10:35:25 p. m.,sysadmin,,,"32,65","372,82","266,39",,"0,16",,,,"4,06",,,,21,20,17,"0,98","0,79","0,15","2,56","0,47",,,,,5/07/2024,2024,07,EX3600
0060141 ZSHI,60141,Análisis flúido,20/06/2024,0060141 ZSHI 20240620,"22962,84","22977,04","22977,04","470,7",33,Normal,Advertencia,,"22977,04",No,0,Advertencia,"Los conteos de partículas son ligeramente elevados, sin embargo mínimos. Teniendo en cuenta que todos los otros predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  Particle counts are slightly elevated, However minimal. Considering all other predictors remain within acceptable limits, continue to monitor closely.  ",,Alto conteo de partículas,24/06/2024 7:57:56 a. m.,sysadmin,,,"66,33","387,83","331,69",,0,,,,"4,52",,,,22,20,16,"0,57","1,17","0,13","3,36",0,,,,,20/06/2024,2024,06,EX3600
0060141 ZSHI,60141,Análisis flúido,18/05/2024,0060141 ZSHI 20240518,"22492,14","22506,34","22506,34","498,5",32,Normal,Normal,,"22506,34",No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,28/05/2024 5:45:15 p. m.,fpertuz,,,"37,08","405,25","285,75",,0,,2,2,"2,2",,11,8,22,21,18,"0,31","0,07",0,0,"0,42",,,,,18/05/2024,2024,05,EX3600
0060141 ZSHI,60141,Análisis flúido,16/04/2024,0060141 ZSHI 20240416,"21993,64","22007,84","22007,84","527,48",35,Normal,Normal,,"22007,84",No,0,Advertencia,Los predictores del codigo ISO de limpieza se encuentran en alerta.,"Asistente, favor abrir una OT tipo TR P2 con las siguientes recomendaciones.    1. Inspecciones fuentes de entrada de contaminación al sistema hidráulico.  2. Toma de contra-muestra de aceite.  3. Cambie los filtros del sistema (By pass, drenaje,  piloto y  flujo pleno), favor pedir estos filtros.  4. Verifique estado del funsionamiento del filtro de alta eficiencia, habilitelo o cambielo si es necesario.  ",Suciedad,28/04/2024 1:10:09 p. m.,lrodriguez,Acción: Cambiar los filtros (Prioridad: 2 - Acción dentro de las dos Paradas Programadas (Máxi)  Situación: Completed  Realización de Notas en 2024-07-22 08:43:52 por etorres4:      ,,"48,1","338,14","334,6",,0,,,,"5,62",,,"8,55",20,17,14,"1,5","1,13","0,48","3,28","0,79",,,,,16/04/2024,2024,04,EX3600
0060141 ZSHI,60141,Análisis flúido,12/03/2024,0060141 ZSHI 20240312,"21466,16","21480,36","21480,36",621,38,Normal,Advertencia,,"21480,36",No,0,Advertencia,Aceite programado para cambio en la proxima parada el 29 de marzo.,,Ninguna falla identificada,21/03/2024 5:32:22 p. m.,fpertuz,,,"98,45","405,61","328,77",,0,,,,"9,55",,,"8,45",21,19,15,"3,52","3,2","0,58","7,32",0,,,,,12/03/2024,2024,03,EX3600
0060141 ZSHI,60141,Análisis flúido,3/02/2024,0060141 ZSHI 20240203,"20845,16","20859,36","20859,36","559,1",39,Normal,Normal,,"20859,36",No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,7/02/2024 2:58:34 p. m.,fpertuz,,,"69,74","351,48","326,2",,0,,,,"6,3",,,"8,6",21,19,14,"2,15","2,57","0,42","3,89",0,,,,,3/02/2024,2024,02,EX3600
0060141 ZSHI,60141,Análisis flúido,26/12/2023,0060141 ZSHI 20231226,"20286,06","20300,26","20300,26","540,6",31,Normal,Crítico,,"20300,26",No,0,Advertencia,Los recuentos de ISO elevados y el silicio elevado en esta muestra parecen afectados por un muestreo inadecuado. Las tasas de desgaste metalúrgico son aceptables. Continúe construyendo una tendencia operativa confiable tomando muestras en el siguiente intervalo de servicio regular programado y cada vez que se cambie el fluido.  The elevated ISO counts and elevated Silicon in this sample appear affected by improper sampling. Metallurgical wear rates are acceptable. Continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the fluid is changed.   ,,Alto conteo de partículas,24/07/2024 3:25:55 p. m.,lrodriguez,,,"77,11","385,86","320,1",,0,,,,"7,89",,,"8,65",25,24,19,"1,14","2,77","0,33","4,87",0,,,,,26/12/2023,2023,12,EX3600
0060141 ZSHI,60141,Análisis flúido,25/11/2023,0060141 ZSHI 20231125,"19745,46","19759,66","19759,66","182,4",10,Normal,Normal,,"19759,66",No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,28/11/2023 6:37:37 a. m.,sysadmin,,,"82,44","466,82","250,39",,0,,,,"3,6",,,"8,5",22,20,16,"0,78","2,44","0,23","3,71",0,,,,,25/11/2023,2023,11,EX3600
0060141 ZSHI,60141,Análisis flúido,15/11/2023,0060141 ZSHI 20231115,"19563,06","19577,26","19577,26","142,5",10,Normal,Normal,,"19577,26",No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,20/11/2023 6:37:59 a. m.,sysadmin,,,"81,23","343,8","324,78",,0,,,,"4,06",,,"8,674",22,20,16,"1,01","2,12","0,35","3,97",0,,,,,15/11/2023,2023,11,EX3600
0060141 ZSHI,60141,Análisis flúido,5/11/2023,0060141 ZSHI 20231105,"19420,56","19434,76","19434,76","310,6",29,Normal,Normal,,"19434,76",No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,8/11/2023 6:31:20 a. m.,sysadmin,,,"68,31","613,98","267,75",,0,,3,3,"3,82",,11,"8,66",18,16,11,"0,67","2,06",0,"2,94","2,97",,,,,5/11/2023,2023,11,EX3600
0060141 ZSHI,60141,Análisis flúido,7/10/2023,0060141 ZSHI 20231007,"19109,96","19124,16","19124,16","645,7",59,Normal,Normal,,"19124,16",No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,10/10/2023 7:43:43 a. m.,sysadmin,,,"34,02","403,58","249,72",,0,,,,"1,24",,,"8,701",19,17,1,0,"0,05",0,"0,03",0,,,,,7/10/2023,2023,10,EX3600
0060141 ZSHI,60141,Análisis flúido,9/08/2023,0060141 ZSHI 20230809,"18464,26","18478,46","18478,46","631,3",41,Normal,Normal,,"18478,46",No,0,Normal,"Todos los predictores permanecen dentro de los límites aceptables, continúe monitoreando de cerca.  ",,Ninguna falla identificada,14/08/2023 8:01:50 a. m.,sysadmin,,,"40,7","355,95","327,07",,0,,,,"2,17",,,"8,65",21,20,17,0,"0,12","0,02",0,0,,,,,9/08/2023,2023,08,EX3600
0060141 ZSHI,60141,Análisis flúido,29/06/2023,0060141 ZSHI 20230629,"17832,96","17847,16","17847,16","409,8",29,Normal,Normal,,"17847,16",No,0,Normal,"Los predictores se mantienen en estado de advertencia, continua seguimiento.","Los predictores se mantienen en estado de advertencia, continua seguimiento.",Ninguna falla identificada,6/07/2023 10:24:33 a. m.,fpertuz,,,"36,69","347,52","251,06",,"0,09",,,,"5,28",,,9,22,20,16,"1,44","0,79","0,99","5,2","0,02",,,,,29/06/2023,2023,06,EX3600
0060141 ZSHI,60141,Análisis flúido,31/05/2023,0060141 ZSHI 20230531,"17423,16","17437,36","17437,36","602,7",45,Advertencia,Crítico,,"17437,36",No,0,Crítico,Predictores hierro en critico.,"Predictores hierro en critico.    1. Inspeccionar fuentes de desgaste anormal, revise alarmas de contaminación del equipo y tiempos de ciclo por movimiento, medición de parámetros de componentes hidráulicos  2. Verifique las presiones de drenaje de todos los componentes del sistema (Bombas y motores).  3. Programar el cambio de toda la filtración: By pass, flujo pleno, drenaje y alta eficiencia  4. Cambie los desfogues del tanque hidráulico.  5. Tomar muestra de aceite hco.        ",Ninguna falla identificada,28/06/2023 5:05:10 p. m.,fpertuz,,,"46,77","318,86","323,39",,0,,2,3,"7,85",,12,9,20,19,15,"2,76","1,71","2,15","10,5","0,83",,,,,31/05/2023,2023,05,EX3600
0060141 ZSHI,60141,Análisis flúido,16/04/2023,0060141 ZSHI 20230416,"16820,46","16834,66","16834,66",404,25,Advertencia,Crítico,,"16834,66",No,0,Advertencia,"Predictores de silicio y aluminio en advertencia, hierro en critico. ",Se encuentra orden abierta 1030682   ,Altos metales de desgaste,2/05/2023 3:32:25 p. m.,fpertuz,,,"50,54","312,32","319,55",,0,,,,"7,81",,,"8,82",19,17,14,"4,1","1,98","2,1","11,72","0,94",,,,,16/04/2023,2023,04,EX3600
0060141 ZSHI,60141,Análisis flúido,22/03/2023,0060141 ZSHI 20230322,"16416,46","16430,66","16430,66","541,9",33,Advertencia,Crítico,,"16430,66",No,0,Advertencia,"Predictores de silicio en advertencia y hierro en critico, alarmas de contaminación activas de  motores de giro frontal y trasero LH y frontal RH.   ",Cambio de filtracion en PM del 11 de Abril. ,Altos metales de desgaste,10/04/2023 3:54:37 p. m.,fpertuz,,,"48,33","376,95","270,09",,0,,,,"9,29",,,"8,85",20,19,15,"2,92","1,8","1,67","11,81","0,23",,,,,22/03/2023,2023,03,EX3600
0060141 ZSHI,60141,Análisis flúido,17/02/2023,0060141 ZSHI 20230217,"15874,56","15888,76","15888,76","291,5",19,Advertencia,Crítico,,"15888,76",No,0,Advertencia,El predictor de silicio en advertencia y hierro en critico.,"1. Inspeccionar fuentes de desgaste anormal, revise alarmas de contaminación del equipo y tiempos de ciclo por movimiento, medición de parámetros de componentes hidráulicos.  2. Verifique las presiones de drenaje de todos los componentes del sistema (Bombas y motores).  3. Programar el cambio de toda la filtración y toma de contra-muestra de aceite.  4. Cambie los desfogues del tanque hidráulico.  5. Cambie los filtros del sistema (By pass, drenaje, flujo pleno y alta eficiencia)",Altos metales de desgaste,13/03/2023 4:26:24 p. m.,fpertuz,"Acción: Cambiar los filtros (Prioridad: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Situación: Closed  Realización de Notas en 2023-11-30 14:48:41 por imoreno1:    Cierre de notas en 2024-03-18 08:49:58 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    Acción: Investigar la fuente del desgaste anormal. (Prioridad: 3 - Acción en el siguiente Servicio (Máximo 21 días))  Situación: Closed  Realización de Notas en 2023-11-30 14:48:41 por imoreno1:    Cierre de notas en 2024-03-18 08:49:58 por etorres4:  Se Cierra Orden completada ,ante la mejoria en la salud del componente    ",,"49,95","359,96","271,19",,"0,09",,,,"8,41",,,"8,91",23,19,16,"2,75","2,01","1,34","12,52",0,,,,,17/02/2023,2023,02,EX3600
0060141 ZSHI,60141,Análisis flúido,29/01/2023,0060141 ZSHI 20230129,"15583,06","15597,26","15597,26","271,8",17,Crítico,Normal,,"15597,26",No,0,Normal,Se encuentran predictores en rango.,,Ninguna falla identificada,1/02/2023 1:51:25 p. m.,fpertuz,,,"39,79","365,92","276,05",,0,,,,"3,51",,,"8,87",24,22,19,"0,4",0,"0,05","0,56","0,67",,,,,29/01/2023,2023,01,EX3600
